number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,house_age,years_since_renovation
3,2.04,2208,11733,1.44,1,1,3,7,2057,343,122027,52.78,-114.39,1975,10355,2,68,935744,51,47
3,2.11,2332,11116,1.33,1,1,3,7,1735,118,122033,52.8,-114.4,1960,13425,2,65,996277,56,43
4,2.5,2260,3713,2.0,0,0,3,9,2260,0,122033,52.9547,-114.355,2260,3713,1,53,560000,21,21
2,1.75,1900,13122,1.0,1,4,3,7,1100,800,122063,52.7421,-114.438,1650,13160,1,60,869000,70,70
3,1.5,1790,7526,1.0,0,0,3,7,1790,0,122048,52.8687,-114.397,2080,10943,2,78,865000,71,10
3,2.02,1928,6445,1.42,1,1,3,7,1662,267,122034,52.79,-114.39,2044,14871,2,66,571357,40,50
3,1.75,2300,35722,1.0,0,0,3,9,2300,0,122021,52.9755,-114.302,2600,34798,1,55,520000,40,40
5,4.75,3940,7067,2.0,0,0,3,10,3230,710,122048,52.8532,-114.395,1910,7735,2,59,1700000,16,16
3,1.95,2050,11394,1.63,1,1,3,7,1929,314,122031,52.78,-114.4,2102,6611,2,66,819015,59,49
3,2.19,2088,16327,1.44,1,1,3,7,1629,201,122028,52.81,-114.41,1974,14416,2,65,941739,61,50
3,2.0,1200,2016,1.0,0,1,4,7,600,600,122009,52.8111,-114.594,1730,4520,3,64,483500,93,93
4,2.5,3020,3600,2.5,0,0,3,9,3020,0,122011,52.7707,-114.183,2570,3600,2,72,805000,15,15
3,2.04,2212,19543,1.43,1,1,3,7,1538,250,122035,52.78,-114.43,1688,17204,1,62,922875,54,58
3,2.5,1800,8518,2.0,0,0,3,7,1800,0,122065,52.5943,-114.375,1770,7570,3,79,180500,28,28
3,2.32,2282,13316,1.53,1,1,3,7,1742,189,122040,52.77,-114.4,1796,11020,2,63,955755,55,49
3,2.08,2254,4983,1.57,1,1,3,7,1836,292,122037,52.74,-114.4,2114,5694,2,65,542450,42,55
3,1.89,2233,16722,1.64,1,1,3,7,1577,385,122032,52.82,-114.4,2028,15259,1,64,1034754,54,56
5,2.75,2830,8925,1.5,0,0,3,7,2830,0,122033,52.961,-114.369,1700,8539,1,59,451000,57,57
2,2.5,1280,819,2.0,0,0,3,8,1060,220,122028,52.9205,-114.554,1290,2900,1,57,319950,18,18
4,3.5,4060,9486,2.0,0,0,3,10,4060,0,122010,52.8934,-114.39,2410,9486,1,68,1600000,19,19
3,2.17,2132,16709,1.48,1,1,3,7,1882,351,122034,52.78,-114.4,1893,6736,1,62,889160,52,50
3,1.9,2211,11054,1.44,1,1,3,8,1977,237,122033,52.78,-114.36,2123,11933,2,63,1142149,54,45
4,3.5,2680,10000,2.0,0,0,3,8,2040,640,122022,52.956,-114.486,1530,8000,1,71,520000,82,10
3,1.95,1911,18762,1.52,1,1,3,7,1956,322,122032,52.8,-114.4,2180,13819,2,64,683700,57,53
3,2.5,2590,21494,2.0,0,0,4,8,2590,0,122019,52.8439,-114.251,2590,10720,3,54,815000,33,33
3,2.25,3530,17450,1.0,1,3,3,9,1840,1690,122057,52.7658,-114.403,3530,17310,3,69,2370000,94,31
3,1.75,2100,6874,1.0,0,0,3,7,1300,800,122006,52.9024,-114.469,2220,5912,2,78,580000,81,81
3,2.25,1420,990,3.0,0,0,3,8,1420,0,122028,52.9101,-114.538,1350,1415,1,59,467000,16,16
5,3.25,5790,13726,2.0,0,3,3,10,4430,1360,122027,52.7688,-114.304,5790,13726,2,73,1240000,10,10
4,1.75,2085,174240,1.0,0,0,3,7,1610,475,122036,52.8053,-114.14,2690,174240,2,72,563500,60,60
3,1.75,1540,4800,1.0,0,0,4,6,770,770,122004,52.9,-114.474,1510,4080,3,50,565000,99,99
3,2.5,3110,6765,2.0,0,1,4,9,2550,560,122006,52.9186,-114.466,2630,7626,1,65,1640000,78,78
4,1.0,1150,8184,1.5,0,0,3,6,1150,0,122014,52.9731,-114.509,990,8184,3,50,307000,77,77
3,2.32,2074,16536,1.44,1,1,3,7,1804,62,122031,52.8,-114.4,2185,11766,2,65,894560,50,51
3,2.01,2231,11312,1.35,1,1,3,8,2142,386,122039,52.77,-114.43,1886,10865,2,66,1084956,55,52
4,2.5,2506,7206,2.0,0,0,3,8,2506,0,122018,52.5536,-114.527,2441,7220,1,55,350000,17,17
3,2.21,2000,11532,1.56,1,1,3,7,1720,264,122035,52.84,-114.42,1858,5731,2,65,690335,52,43
3,2.11,1963,18645,1.43,1,1,3,7,1618,285,122039,52.8,-114.4,2045,22124,1,64,656567,60,51
3,2.19,2136,15587,1.54,1,1,3,7,1812,260,122041,52.79,-114.44,1981,15009,2,64,904552,45,54
3,2.06,1996,1,1.52,1,1,3,7,1808,262,122029,52.79,-114.41,2093,12577,2,63,605962,49,52
3,2.22,2130,23572,1.54,1,1,3,7,1979,342,122032,52.8,-114.38,2011,11532,1,61,939595,50,47
3,1.98,2106,18404,1.47,1,1,3,7,1699,291,122030,52.81,-114.39,1887,8772,2,66,917323,56,55
3,1.75,2080,5000,2.0,0,0,5,8,2080,0,122028,52.9017,-114.546,1820,5000,3,72,825000,118,118
3,1.75,1480,7225,1.0,0,0,4,7,1480,0,122053,52.743,-114.375,1430,7201,2,55,320000,59,59
3,2.14,1673,16945,1.51,1,1,3,7,1557,295,122028,52.79,-114.39,1984,8500,2,64,562689,57,57
3,1.98,2162,15005,1.47,1,1,3,7,1840,276,122034,52.8,-114.36,1820,12222,1,65,944659,45,52
2,2.5,1590,2088,2.0,0,0,3,9,1590,0,122010,52.9197,-114.365,2320,3174,3,69,411000,27,27
3,2.18,2071,16109,1.44,1,1,3,7,1697,415,122032,52.79,-114.39,2245,14515,1,65,861111,45,50
3,1.75,1540,1044,3.0,0,0,3,8,1540,0,122006,52.9065,-114.51,1580,3090,3,59,549000,10,10
3,2.22,1870,19607,1.41,1,1,3,7,2062,237,122027,52.77,-114.39,2221,9846,2,65,546863,55,49
3,2.12,1893,11904,1.65,1,1,3,7,1781,312,122030,52.78,-114.41,2060,7336,2,64,566133,48,48
3,1.86,2235,7514,1.56,1,1,3,7,1751,253,122029,52.78,-114.4,1833,6449,2,63,907733,55,48
4,2.75,2110,8190,1.5,0,0,5,8,2110,0,122029,52.8569,-114.29,2420,8400,2,66,746000,58,58
3,1.75,2320,6400,1.0,0,2,4,8,1420,900,122032,52.8749,-114.579,2540,7680,1,77,779000,67,67
3,2.23,1891,26771,1.53,1,1,3,7,1943,295,122035,52.78,-114.4,1904,18037,1,64,546762,51,48
3,2.25,1230,7420,1.5,0,0,5,7,1230,0,122072,52.5484,-114.41,1260,7556,2,73,200000,111,111
3,1.5,2320,7500,1.0,0,0,3,7,2320,0,122055,52.9713,-114.169,1480,10000,1,66,307000,48,48
3,2.25,2060,47318,1.0,0,2,4,8,1600,460,122039,52.5058,-114.455,1870,19663,1,64,335000,48,48
2,1.0,820,4320,1.0,0,0,3,5,820,0,122034,52.744,-114.549,780,7424,1,62,102500,87,87
4,1.75,2220,4760,1.0,0,0,3,7,1320,900,122034,52.7515,-114.538,940,4760,3,65,397500,106,106
4,2.5,3470,10045,2.0,0,0,3,10,3470,0,122012,52.784,-114.285,4370,12359,3,54,920000,31,31
5,1.0,3020,4800,2.0,0,0,3,7,3020,0,122044,52.8325,-114.503,1350,1307,1,55,630000,123,123
3,1.0,990,10752,1.5,0,0,4,7,990,0,122038,52.9948,-114.54,1820,7600,3,55,402500,95,95
4,1.75,1860,7700,1.0,0,0,4,8,1860,0,122029,52.856,-114.302,1860,7700,2,74,570000,60,60
4,3.5,4370,10860,2.0,0,0,3,11,4370,0,122015,52.7366,-114.338,3560,8070,3,77,1030000,16,16
3,2.33,2045,18814,1.48,1,1,3,7,1831,251,122036,52.78,-114.42,1889,19139,1,64,803628,59,52
3,2.5,2430,10500,2.0,0,1,3,9,2430,0,122048,52.8118,-114.388,3440,12842,2,69,1030000,35,35
4,3.0,2530,4560,1.5,0,0,3,7,1540,990,122047,52.8587,-114.49,1640,4560,3,78,785950,99,10
2,1.0,980,5393,1.0,0,0,3,6,980,0,122035,52.5974,-114.271,980,5200,3,58,128000,55,55
4,2.5,3160,8281,2.0,0,0,4,9,3160,0,122010,52.8999,-114.385,3000,8281,2,69,1130000,29,29
3,2.18,1851,12329,1.51,1,1,3,7,1811,348,122029,52.79,-114.41,1971,9195,2,65,572436,46,58
3,2.28,2197,17303,1.65,1,1,3,7,1905,366,122031,52.8,-114.41,1870,13818,2,64,962521,46,53
2,2.18,2103,4470,1.53,1,1,3,7,1699,347,122035,52.77,-114.39,1952,3757,2,63,808180,48,48
3,2.25,1430,5999,2.0,0,0,3,7,1430,0,122018,52.5416,-114.548,1600,5999,3,76,221000,37,37
3,1.75,2200,12231,1.0,0,0,4,7,1250,950,122053,52.7376,-114.363,2200,9825,3,77,322000,60,60
3,1.0,1150,4945,1.0,0,2,3,7,1150,0,122064,52.7963,-114.569,1390,4945,2,72,480000,81,81
3,2.25,2580,7434,1.0,0,0,3,7,1630,950,122038,52.9746,-114.522,1920,7737,2,55,340000,61,61
5,4.0,3760,28040,2.0,0,0,3,10,3760,0,122010,52.8789,-114.373,3430,35096,3,61,1030000,41,41
4,2.5,2850,4650,2.0,0,0,3,8,2850,0,122024,52.5852,-114.216,2850,4650,1,74,360000,20,20
3,2.1,2139,20595,1.43,1,1,3,8,1813,197,122029,52.81,-114.45,1937,13431,2,68,1104274,53,45
3,3.0,2410,12183,2.0,0,0,3,9,2410,0,122017,52.977,-114.367,2540,9979,1,79,555000,36,36
3,2.25,1770,8755,1.0,0,0,3,8,1330,440,122046,52.6764,-114.313,1910,8710,3,54,327500,43,43
3,2.29,1974,8883,1.56,1,1,3,7,1821,220,122034,52.8,-114.42,2015,14391,2,63,654672,48,45
2,1.0,910,6232,1.0,0,0,3,6,910,0,122051,52.7628,-114.462,1070,6232,3,62,155000,81,81
3,2.19,1956,15401,1.5,1,1,3,7,1661,186,122028,52.8,-114.44,1850,16549,2,66,633507,51,51
3,1.5,2710,47419,1.5,0,0,3,7,2170,540,122045,52.8822,-114.156,2130,48144,1,53,442500,44,44
3,2.29,2217,20550,1.32,1,1,3,7,1873,329,122034,52.81,-114.4,1828,14955,2,62,1011634,59,53
3,2.11,2010,6780,1.51,1,1,3,7,1856,326,122032,52.79,-114.41,2000,13361,2,65,621656,52,50
3,2.34,1992,11082,1.32,1,1,3,7,1829,340,122030,52.77,-114.42,2012,11557,1,62,566137,52,51
3,2.03,1982,8133,1.43,1,1,3,7,1732,348,122037,52.78,-114.37,1794,13111,2,65,532161,54,48
3,2.28,2465,22112,1.47,1,1,3,7,1720,212,122033,52.78,-114.43,2112,7154,2,65,999802,59,48
2,2.5,1000,1092,2.0,0,0,3,7,990,10,122051,52.7719,-114.461,1330,1466,1,51,163800,20,20
3,2.0,1820,4418,2.0,0,0,4,8,1820,0,122010,52.9247,-114.38,1920,13402,2,54,661000,30,30
3,2.12,2025,10455,1.39,1,1,3,7,1724,288,122032,52.78,-114.36,2079,10288,1,63,624027,57,53
3,2.08,2270,27727,1.64,1,1,3,7,1937,255,122037,52.8,-114.43,1985,14834,2,66,984716,51,47
3,1.75,1510,3600,1.0,0,0,5,8,1230,280,122003,52.8687,-114.553,1300,3600,3,67,800000,114,114
3,1.75,1520,8625,1.0,0,0,3,8,1520,0,122017,52.9987,-114.413,2080,9200,3,52,366000,48,48
3,1.0,1450,5378,1.0,0,0,3,7,1190,260,122032,52.8736,-114.595,1810,5559,3,79,585000,85,85
3,2.0,2170,31778,1.67,1,1,3,7,1611,424,122031,52.83,-114.39,1936,6740,2,66,990121,53,55
3,2.25,1610,10454,1.0,0,0,3,7,1610,0,122060,52.6817,-114.521,1720,9583,3,60,280000,47,47
3,2.13,1927,18118,1.45,1,1,3,7,1988,242,122036,52.8,-114.41,2003,13013,2,68,659451,56,47
3,2.26,2007,13047,1.39,1,1,3,7,1676,379,122033,52.79,-114.44,2041,9006,2,64,602972,59,53
3,2.27,2440,13609,1.44,1,1,3,7,1621,150,122037,52.77,-114.42,1845,14041,1,63,1027285,57,48
4,2.0,1540,5920,1.5,0,0,5,7,1540,0,122022,52.9448,-114.491,1630,6216,1,69,442500,89,89
3,1.88,2080,17210,1.59,1,1,3,7,1729,417,122033,52.8,-114.41,2211,15059,2,64,899767,48,46
3,1.75,1260,9346,1.0,0,0,4,7,1260,0,122065,52.6013,-114.376,1800,9705,1,56,200500,61,61
4,1.75,1680,9966,1.0,0,0,3,7,1100,580,122043,52.6223,-114.501,2400,10369,1,51,268000,47,47
3,1.75,2310,11200,1.0,0,0,4,8,1630,680,122065,52.5937,-114.4,2350,13300,1,63,385000,46,46
2,1.0,2100,4480,1.0,0,0,5,7,1400,700,122064,52.804,-114.562,1570,4400,3,77,420000,116,116
3,2.06,1828,5747,1.52,1,1,3,7,1886,262,122030,52.79,-114.38,2047,17040,2,66,579459,51,50
4,2.25,2690,36114,2.0,0,0,4,9,2690,0,122023,52.5406,-114.306,2570,35091,3,70,460000,38,38
3,2.04,2149,9471,1.43,1,1,3,7,1777,315,122032,52.8,-114.43,1683,6617,1,65,903098,63,47
4,2.25,2170,10500,1.0,0,2,4,8,1270,900,122031,52.6694,-114.528,2080,11019,3,60,431000,64,64
3,1.5,1650,9936,1.0,0,0,3,7,1090,560,122040,52.5585,-114.518,1560,9890,3,74,219950,57,57
4,2.75,2640,9000,2.0,0,0,3,10,2640,0,122005,52.8781,-114.315,2980,9137,3,61,790000,34,34
8,2.75,2790,6695,1.0,0,0,3,7,1470,1320,122038,52.9865,-114.521,1760,7624,3,74,340000,47,47
2,1.0,990,6448,1.0,0,0,3,7,990,0,122063,52.7331,-114.435,1130,7200,1,70,219950,76,76
3,2.14,2156,13197,1.43,1,1,3,7,1703,386,122032,52.78,-114.42,1995,17110,1,66,930813,55,46
4,1.5,1370,3708,1.5,0,0,3,7,1370,0,122007,52.9149,-114.553,2030,3708,1,53,545000,98,98
3,2.75,1560,77536,1.0,0,0,3,7,1400,160,122021,52.9995,-114.316,2210,41449,1,80,500000,46,46
4,2.5,2580,3909,2.0,0,0,3,8,2580,0,122010,52.9152,-114.4,1820,5772,2,63,899900,11,11
3,2.25,1720,17235,1.0,0,0,4,7,1440,280,122035,52.5738,-114.263,1990,35048,3,61,286900,50,50
3,1.75,1790,7650,1.0,0,3,3,9,1790,0,122018,52.5513,-114.575,2540,7600,2,70,299950,46,46
3,2.32,2218,7298,1.48,1,1,3,7,1916,315,122032,52.79,-114.4,2131,6654,2,67,930634,60,53
3,2.18,2215,1,1.4,1,1,3,7,1788,252,122030,52.82,-114.39,1991,11252,1,63,1008191,48,54
5,3.5,3260,58806,2.0,0,0,4,8,3260,0,122035,52.6003,-114.349,1810,17927,2,51,568450,55,55
3,2.1,2249,23480,1.58,1,1,3,7,1923,291,122031,52.78,-114.38,2003,19372,2,64,957042,50,49
4,2.0,1530,5250,1.0,0,0,3,7,1110,420,122038,52.9636,-114.529,1100,5250,3,51,381800,43,43
6,4.0,3180,6551,2.0,0,0,3,9,3180,0,122019,52.8536,-114.213,3230,7602,1,59,859950,10,10
4,2.25,1950,7700,1.0,0,0,3,8,1350,600,122046,52.6741,-114.315,2150,7350,3,80,305000,45,45
3,2.25,1510,6071,1.0,0,0,4,7,1150,360,122035,52.5919,-114.267,1510,7271,1,77,265000,39,39
4,3.25,3266,5969,2.0,0,0,3,8,3266,0,122018,52.5275,-114.54,3087,5169,1,59,418000,10,10
4,2.25,2440,9450,1.5,0,0,3,7,2440,0,122022,52.9361,-114.497,1720,7503,2,65,700000,77,10
3,1.94,2180,18343,1.61,1,1,3,7,1818,313,122033,52.77,-114.42,2022,11672,2,64,926427,45,43
3,2.21,2054,18385,1.49,1,1,3,7,1777,216,122038,52.8,-114.37,1870,11652,2,65,857923,43,41
3,2.5,2320,6775,1.0,0,0,3,8,2320,0,122045,52.9458,-114.206,1680,4750,1,57,728050,16,16
4,2.5,3230,4290,2.0,0,0,3,9,3230,0,122010,52.9174,-114.351,3220,5083,1,76,765000,20,20
3,2.04,1897,13662,1.58,1,1,3,7,1843,169,122036,52.77,-114.4,2077,19099,2,62,537734,45,56
5,3.5,4600,8764,2.0,0,0,3,10,3180,1420,122027,52.7791,-114.38,3210,9431,1,70,880000,17,17
3,2.17,2001,23145,1.48,1,1,3,7,1728,222,122035,52.81,-114.42,1893,13993,2,64,719059,47,49
4,3.0,3220,6224,1.5,0,0,3,9,3220,0,122015,52.7113,-114.319,2950,6224,2,80,584950,15,15
3,1.92,1973,18772,1.58,1,1,3,7,1884,310,122037,52.8,-114.4,1899,24643,1,65,655882,58,57
5,3.25,3370,7947,2.0,0,0,3,10,3370,0,122010,52.9206,-114.392,2040,7900,2,59,1070000,23,23
3,2.12,2180,19972,1.52,1,1,3,7,1679,406,122032,52.81,-114.39,2001,13590,1,66,1000234,41,58
3,1.0,1060,7920,1.0,0,0,4,7,1060,0,122034,52.7949,-114.548,1060,7457,3,74,326500,56,56
3,2.1,2222,14356,1.5,1,1,3,7,1807,221,122032,52.75,-114.38,2073,11641,2,66,542269,57,57
3,2.06,2081,11560,1.61,1,1,3,7,1793,312,122036,52.79,-114.43,2045,8955,1,63,828057,58,54
3,2.05,2249,25086,1.52,1,1,3,7,1693,207,122042,52.83,-114.42,2196,15070,2,63,1054795,50,50
3,2.25,1920,10961,2.0,0,0,3,8,1920,0,122019,52.8732,-114.247,2000,10706,2,52,549000,43,43
3,1.75,2040,4125,1.5,0,0,4,8,1540,500,122026,52.8908,-114.549,1620,4400,3,61,710500,107,107
3,2.04,2099,15932,1.58,1,1,3,7,1759,242,122035,52.83,-114.45,1952,17554,2,64,943080,61,47
4,2.5,2000,5006,2.0,0,0,3,7,2000,0,122046,52.696,-114.337,2410,4889,2,53,349950,19,19
4,1.5,1800,3245,1.5,0,0,4,8,1800,0,122028,52.8905,-114.521,1800,4275,3,75,875000,95,95
4,2.75,2270,7375,1.0,0,0,4,7,1290,980,122033,52.9522,-114.358,1750,7760,1,74,498000,51,51
3,2.15,2254,19601,1.67,1,1,3,7,1793,213,122030,52.83,-114.37,2106,10010,1,64,1024289,64,52
3,2.02,2022,23603,1.64,1,1,3,7,1841,381,122034,52.79,-114.39,1955,14543,2,61,611215,56,43
3,2.46,2241,17932,1.64,1,1,3,7,1762,453,122032,52.83,-114.4,2092,1,2,63,1019264,58,42
4,2.75,3800,9606,2.0,0,0,3,9,3800,0,122017,52.9668,-114.398,3400,9677,3,52,730000,16,16
4,2.5,2220,6233,2.0,0,0,3,7,2220,0,122015,52.7187,-114.34,2220,5352,3,77,291375,23,23
3,2.21,2128,13156,1.61,1,1,3,7,1913,269,122030,52.78,-114.38,2069,13457,1,64,914324,52,46
3,2.17,2244,19297,1.43,1,1,3,7,1962,307,122034,52.84,-114.46,2064,8786,2,64,1019083,54,42
2,1.0,1670,6212,1.0,0,0,4,7,1670,0,122022,52.9452,-114.472,1670,7272,3,58,425000,77,77
3,1.92,2012,15299,1.6,1,1,3,7,1846,194,122031,52.8,-114.43,2181,18069,1,63,716209,41,46
5,3.5,2730,42500,1.0,0,0,3,8,1530,1200,122012,52.6887,-114.186,3180,37970,3,55,542500,35,35
4,1.75,1920,7500,1.0,0,0,4,7,1920,0,122043,52.6522,-114.508,1490,8000,1,71,170000,62,62
2,1.75,1250,2890,1.0,0,0,4,7,790,460,122028,52.9095,-114.543,1500,3225,3,60,450000,104,104
4,3.5,3400,3850,2.5,0,0,3,10,2790,610,122047,52.8558,-114.492,2030,4000,1,67,1200000,16,16
3,2.15,2461,23125,1.6,1,1,3,7,1721,244,122032,52.78,-114.42,1998,10329,2,62,1021814,52,45
4,1.5,1620,5444,1.5,0,0,3,8,1620,0,122022,52.9365,-114.487,1620,6912,3,68,451000,69,69
3,1.98,2246,6267,1.54,1,1,3,7,1877,120,122033,52.86,-114.38,1939,15116,1,66,1033945,49,56
3,1.97,2149,13423,1.51,1,1,3,7,1938,235,122036,52.77,-114.39,1905,12318,2,65,905653,52,51
3,1.75,1300,9079,1.0,0,0,3,7,1300,0,122015,52.7134,-114.349,1890,7369,2,62,331000,38,38
3,2.15,1995,14051,1.57,1,1,3,7,1930,340,122035,52.75,-114.37,2017,15587,2,65,541395,58,49
4,2.5,1920,8562,2.0,0,2,4,7,1920,0,122068,52.4232,-114.198,1820,8628,1,71,308950,30,30
3,2.5,3760,5260,2.0,0,0,3,9,3230,530,122011,52.7789,-114.197,3080,5312,2,51,825000,22,22
4,4.0,3010,7221,2.0,0,0,3,10,3010,0,122020,52.8133,-114.16,3490,7518,3,62,765000,20,20
4,2.75,1830,6643,2.0,0,0,3,8,1830,0,122039,52.4901,-114.476,2400,6472,3,70,250000,23,23
4,2.25,2630,4000,2.0,0,0,5,9,1810,820,122013,52.8693,-114.507,2370,4700,2,56,1050000,115,115
4,1.0,1070,7467,1.5,0,0,3,7,1070,0,122063,52.7242,-114.425,1160,7467,3,76,200000,80,80
2,2.5,1620,3196,2.0,0,0,3,8,1620,0,122008,52.7467,-114.068,1750,2828,2,55,386000,16,16
3,2.13,2270,13552,1.43,1,1,3,8,1997,348,122027,52.78,-114.41,1850,14813,1,67,1098446,48,59
3,2.3,2141,11409,1.6,1,1,3,7,1828,366,122036,52.78,-114.4,1845,17031,1,66,911163,47,55
4,2.5,3160,8726,2.0,0,0,3,9,3160,0,122023,52.4882,-114.413,2500,8648,3,76,427500,25,25
3,2.14,2047,18334,1.35,1,1,3,7,1841,282,122035,52.73,-114.44,2056,15088,2,65,527715,53,47
3,2.02,2292,13863,1.4,1,1,3,7,1824,352,122030,52.79,-114.38,1916,7343,2,66,964127,58,47
4,1.75,1900,8250,1.0,0,0,4,7,950,950,122027,52.8065,-114.337,1480,8360,2,78,542000,69,69
3,2.24,1964,17530,1.49,1,1,3,7,1855,259,122033,52.81,-114.42,2059,13623,2,65,723901,60,42
2,1.0,1430,13300,1.5,0,0,3,6,1230,200,122010,52.9296,-114.393,1950,11421,2,75,425000,103,103
3,2.02,2190,12451,1.58,1,1,3,7,1828,313,122030,52.78,-114.42,2145,18794,2,67,955729,56,56
3,2.21,2070,18593,1.41,1,1,3,7,1881,253,122037,52.78,-114.36,2019,15952,1,64,844818,60,55
2,1.0,1390,2500,1.0,0,0,4,6,1390,0,122064,52.7532,-114.561,1290,7740,3,64,354000,99,99
3,2.07,2360,10320,1.42,1,1,3,7,1587,254,122035,52.76,-114.43,1901,17708,2,61,556966,44,50
3,2.11,2247,25004,1.6,1,1,3,7,1874,287,122034,52.82,-114.38,1870,12805,1,63,1004469,44,51
4,3.5,3290,5414,2.0,0,1,3,9,2360,930,122033,52.9374,-114.409,1820,9609,1,55,899950,18,18
3,1.75,2050,9580,1.0,0,0,3,8,1400,650,122019,52.8512,-114.228,1740,11952,3,75,540000,40,40
3,2.22,2118,17859,1.51,1,1,3,7,1793,283,122035,52.72,-114.39,1943,12833,1,66,535594,57,51
3,2.5,1300,5150,1.5,0,0,4,7,1300,0,122007,52.9138,-114.552,1400,4017,3,65,690000,104,104
3,2.25,1358,1141,3.0,0,0,3,7,1358,0,122038,52.9352,-114.536,1358,1196,3,63,280000,17,17
3,1.75,1340,4548,1.0,0,0,4,7,1340,0,122033,52.9507,-114.412,2950,7987,2,65,330000,63,63
3,2.11,2075,14050,1.51,1,1,3,7,1701,504,122029,52.76,-114.39,1757,11732,2,62,534173,43,43
3,1.89,2144,9861,1.45,1,1,3,7,1745,175,122032,52.8,-114.37,2060,5566,2,64,928330,54,50
3,2.0,1390,13464,1.0,0,0,4,7,1390,0,122065,52.5881,-114.363,1720,12080,3,78,206600,37,37
3,2.16,2139,20416,1.48,1,1,3,7,1875,308,122030,52.8,-114.38,1919,18235,1,63,941482,53,54
4,2.5,2070,8127,1.5,0,0,3,9,1590,480,122022,52.9616,-114.479,2050,8131,1,70,600000,100,21
2,1.0,780,1133,2.0,0,0,3,7,780,0,122054,52.8224,-114.485,1130,1270,1,78,370000,15,15
3,2.19,2027,10703,1.4,1,1,3,7,1743,225,122034,52.76,-114.39,1881,9486,1,64,542774,57,52
4,3.75,2540,20662,2.0,0,0,3,10,2540,0,122020,52.8182,-114.2,2490,37731,1,62,800000,26,26
3,1.91,2103,9561,1.56,1,1,3,8,2002,226,122030,52.79,-114.44,1980,17768,2,65,1019745,58,47
4,2.75,2450,5376,1.5,0,0,4,7,1550,900,122007,52.9165,-114.586,1920,5264,2,56,696950,104,104
3,2.15,2237,11272,1.45,1,1,3,7,1737,272,122039,52.79,-114.39,2079,7628,1,66,931099,47,42
3,2.04,2099,11092,1.62,1,1,3,7,1806,345,122032,52.78,-114.38,1852,19484,2,65,838581,47,58
3,2.0,2301,12036,1.51,1,1,3,8,1710,310,122033,52.75,-114.42,2014,1,1,65,564414,49,50
4,2.25,2350,7210,1.5,0,0,4,7,2350,0,122017,52.9707,-114.373,1930,7519,1,64,500000,52,52
3,2.06,2007,13889,1.53,1,1,3,7,1607,138,122037,52.81,-114.4,2013,12709,2,65,732095,58,55
3,1.75,2290,14800,1.0,0,0,3,8,1620,670,122014,53.0035,-114.463,2320,12474,2,69,470000,59,59
4,2.5,2550,5200,2.0,0,0,3,7,2550,0,122015,52.7219,-114.343,2550,4660,1,66,435000,15,15
3,2.16,2175,12931,1.52,1,1,3,7,1916,216,122032,52.84,-114.38,2152,12860,2,66,1017024,60,41
3,2.5,1670,2589,2.0,0,0,3,8,1670,0,122012,52.7614,-114.237,1670,2897,1,68,450000,24,24
3,1.75,1900,11165,1.0,0,0,4,7,1900,0,122029,52.8089,-114.308,2030,11165,1,63,557500,65,65
3,1.97,2104,16004,1.47,1,1,3,7,2009,366,122033,52.76,-114.4,2077,790,2,64,537949,51,46
3,2.09,2171,5937,1.56,1,1,3,7,1775,392,122036,52.8,-114.41,1914,8434,2,64,922767,43,44
3,2.12,2055,10535,1.54,1,1,3,7,1766,371,122036,52.76,-114.41,2033,11177,2,62,535490,49,50
3,2.5,1520,5649,2.0,0,0,4,7,1520,0,122033,52.9521,-114.352,1540,5000,2,56,375000,35,35
3,2.25,3100,11985,1.0,0,0,4,7,1790,1310,122043,52.6125,-114.5,1770,7954,3,73,302500,61,61
5,2.0,2000,4211,1.5,0,2,4,7,1280,720,122047,52.8583,-114.491,1680,4000,3,73,690500,116,116
3,2.07,1966,11028,1.57,1,1,3,7,1597,321,122030,52.82,-114.38,2079,20657,2,65,699006,50,62
3,2.5,2540,8073,1.0,0,0,4,8,1880,660,122050,52.9476,-114.55,2110,7702,2,72,650000,87,87
3,2.5,2780,33503,1.5,0,1,4,8,2110,670,122020,52.8144,-114.271,3150,15542,3,63,1140000,55,55
3,2.25,2130,12286,2.0,0,0,3,8,2130,0,122005,52.8771,-114.304,2130,10158,3,54,534950,47,47
3,2.06,2224,19618,1.5,1,1,3,7,1916,309,122033,52.78,-114.39,2036,11725,1,66,941479,56,51
1,1.0,640,10280,1.0,0,0,2,5,640,0,122064,52.7444,-114.558,1090,9000,2,56,110000,104,104
4,2.5,2050,5787,2.0,0,0,3,7,2050,0,122043,52.5827,-114.505,2030,6615,2,55,256000,22,22
3,2.75,1250,892,2.0,0,0,3,8,1040,210,122009,52.8126,-114.577,1250,1296,2,52,450000,14,14
3,2.0,1230,1613,2.0,0,0,3,8,1010,220,122026,52.8961,-114.56,1610,1873,3,72,439950,21,21
4,2.0,1910,6960,1.5,0,0,5,8,1910,0,122028,52.9193,-114.538,1360,3300,1,63,835000,83,83
3,3.25,1370,913,2.0,0,0,3,8,1100,270,122009,52.7936,-114.578,1370,915,1,52,390000,18,18
